date,close
1/3/2017,110.470001
1/4/2017,110.860001
1/5/2017,112.580002
1/6/2017,111.75
1/9/2017,112.669998
1/10/2017,113.150002
1/11/2017,113.5
1/12/2017,113.910004
1/13/2017,114.209999
1/17/2017,115.849998
1/18/2017,114.870003
1/19/2017,114.769997
1/20/2017,115.050003
1/23/2017,115.790001
1/24/2017,115.269997
1/25/2017,114.32
1/26/2017,113.260002
1/27/2017,113.489998
1/30/2017,113.970001
1/31/2017,115.550003
2/1/2017,115.199997
2/2/2017,115.839996
2/3/2017,116.129997
2/6/2017,117.699997
2/7/2017,117.459999
2/8/2017,118.190002
2/9/2017,117.290001
2/10/2017,117.599998
2/13/2017,116.800003
2/14/2017,116.93
2/15/2017,117.449997
2/16/2017,118.080002
2/17/2017,117.68
2/21/2017,117.75
2/22/2017,117.910004
2/23/2017,118.940002
2/24/2017,119.699997
2/27/2017,119.120003
2/28/2017,119.230003
3/1/2017,119.059998
3/2/2017,117.580002
3/3/2017,117.510002
3/6/2017,116.720001
3/7/2017,115.779999
3/8/2017,115.059998
3/9/2017,114.470001
3/10/2017,114.720001
3/13/2017,114.739998
3/14/2017,114.120003
3/15/2017,116.25
3/16/2017,116.730003
3/17/2017,116.989998
3/20/2017,117.510002
3/21/2017,118.540001
3/22/2017,118.830002
3/23/2017,118.669998
3/24/2017,118.860001
3/27/2017,119.529999
3/28/2017,119.040001
3/29/2017,119.330002
3/30/2017,118.470001
4/3/2017,119.349998
4/4/2017,119.620003
4/5/2017,119.620003
4/6/2017,119.18
4/10/2017,119.459999
4/11/2017,121.190002
4/12/2017,122.019997
4/13/2017,122.599998
4/17/2017,122.239998
4/18/2017,122.82
4/19/2017,121.730003
4/20/2017,121.959999
4/24/2017,121.480003
4/25/2017,120.25
4/26/2017,120.839996
4/27/2017,120.389999
5/1/2017,119.669998
5/2/2017,119.650002
5/3/2017,117.980003
5/4/2017,116.790001
5/8/2017,116.75
5/9/2017,116.050003
5/10/2017,116.040001
5/11/2017,116.5
5/15/2017,117.139999
5/16/2017,117.650002
5/17/2017,119.790001
5/18/2017,118.809998
5/22/2017,119.900002
5/23/2017,119.139999
5/24/2017,119.610001
5/25/2017,119.480003
5/30/2017,120.139999
5/31/2017,120.620003
6/1/2017,120.720001
6/5/2017,121.730003
6/6/2017,123.099998
6/7/2017,122.449997
6/8/2017,121.650002
6/12/2017,120.360001
6/13/2017,120.480003
6/14/2017,119.82
6/15/2017,119.32
6/19/2017,118.43
6/20/2017,118.18
6/21/2017,118.519997
6/22/2017,118.919998
6/26/2017,118.360001
6/27/2017,118.809998
6/28/2017,118.900002
6/29/2017,118.32
7/3/2017,116.089996
7/5/2017,116.519997
7/6/2017,116.470001
7/11/2017,115.620003
7/12/2017,116.029999
7/13/2017,115.82
7/17/2017,117.290001
7/18/2017,118.110001
7/19/2017,118.080002
7/20/2017,118.239998
7/24/2017,119.309998
7/25/2017,118.919998
7/26/2017,119.879997
7/27/2017,119.790001
7/31/2017,120.75
8/1/2017,120.650002
8/2/2017,120.400002
8/3/2017,120.589996
8/7/2017,119.510002
8/8/2017,119.860001
8/9/2017,121.309998
8/10/2017,122.209999
8/14/2017,121.919998
8/15/2017,120.980003
8/16/2017,121.870003
8/17/2017,122.489998
8/21/2017,122.760002
8/22/2017,122.209999
8/23/2017,122.669998
8/24/2017,122.290001
8/28/2017,124.690002
8/29/2017,124.419998
8/30/2017,124.360001
8/31/2017,125.82
9/5/2017,127.459999
9/6/2017,126.809998
9/7/2017,128.130005
9/11/2017,126.190002
9/12/2017,126.559998
9/13/2017,125.610001
9/14/2017,126.160004
9/18/2017,124.360001
9/19/2017,124.620003
9/20/2017,123.620003
9/21/2017,122.68
9/25/2017,124.529999
9/26/2017,123.139999
9/27/2017,121.980003
9/28/2017,122.209999
10/2/2017,120.769997
10/3/2017,120.830002
10/4/2017,121.169998
10/5/2017,120.519997
10/9/2017,122.080002
10/10/2017,122.400002
10/11/2017,122.790001
10/12/2017,122.889999
10/16/2017,122.970001
10/17/2017,122.129997
10/18/2017,121.669998
10/19/2017,122.389999
10/23/2017,121.800003
10/24/2017,121.330002
10/25/2017,121.349998
10/26/2017,120.330002
10/30/2017,121.129997
10/31/2017,120.669998
11/1/2017,121.110001
11/2/2017,121.190002
11/3/2017,120.620003
11/6/2017,121.650002
11/7/2017,121.209999
11/8/2017,121.629997
11/9/2017,122.129997
11/10/2017,121.129997
11/13/2017,121.309998
11/14/2017,121.559998
11/15/2017,121.410004
11/20/2017,121.309998
11/21/2017,121.510002
11/22/2017,122.629997
11/24/2017,122.32
11/27/2017,122.830002
11/28/2017,122.809998
11/29/2017,122.040001
11/30/2017,121.099998
12/1/2017,121.589996
12/4/2017,121.18
12/5/2017,120.32
12/6/2017,120.07
12/7/2017,118.489998
12/8/2017,118.480003
12/11/2017,118.010002
12/12/2017,118.150002
12/13/2017,119.169998
12/14/2017,118.93
12/15/2017,119.18
12/18/2017,119.730003
12/19/2017,119.82
12/20/2017,120.139999
12/21/2017,120.309998
12/22/2017,120.940002
12/26/2017,121.769997
12/27/2017,122.230003
12/28/2017,122.849998
12/29/2017,123.650002
